CAS,LogP,smiles_string
000072-33-3,4.61,COc4ccc3C2CCC1(C)C(CCC1(O)C#C)C2CCc3c4
000072-43-5,5.08,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl
000072-54-8,6.02,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2
000072-55-9,6.51,ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2
000072-69-5,4.51,CNCCC=C2c1ccccc1CCc3ccccc23
000073-22-3,-1.06,O=C(O)C(N)CC(c(c(N1)ccc2)c2)=C1
000073-24-5,-0.09,n(c(c(ncn1)c1n2)N)c2
000073-31-4,1.18,c(cc(nc1)c2c1CCNC(=O)C)c(c2)OC
000073-32-5,-1.72,O=C(O)C(N)C(CC)C
000073-40-5,-0.91,N1C(N)=Nc2nc[nH]c2C1(=O)
000073-48-3,1.89,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F
000074-11-3,2.65,O=C(O)c(ccc(c1)Cl)c1
000074-31-7,4.93,N(c(ccc(Nc(cccc1)c1)c2)c2)c(cccc3)c3
000074-79-3,-4.20,O=C(O)C(N)CCCNC(=N)N
000074-82-8,1.09,C
000074-83-9,1.19,BrC
000074-84-0,1.81,CC
000074-85-1,1.13,C=C
000074-86-2,0.37,C#C
000074-87-3,0.91,ClC
000074-88-4,1.51,CI
000074-89-5,-0.57,NC
000074-90-8,-0.25,N#C
000074-95-3,1.70,BrCBr
000074-96-4,1.61,BrCC
000074-97-5,1.41,BrCCl
000074-98-6,2.36,C(C)C
000074-99-7,0.94,C(#C)C
000075-00-3,1.43,ClCC
000075-01-4,1.46,C(=C)Cl
000075-03-6,2.00,C(C)I
000075-04-7,-0.13,NCC
000075-05-8,-0.34,C(#N)C
000075-07-0,-0.34,O=CC
000075-09-2,1.25,ClCCl
000075-10-5,0.20,FCF
000075-11-6,2.30,C(I)I
000075-12-7,-1.51,O=CN
000075-15-0,1.94,C(=S)=S
000075-19-4,1.72,C(C1)C1
000075-21-8,-0.30,O(C1)C1
000075-25-2,2.40,BrC(Br)Br
000075-26-3,2.14,BrC(C)C
000075-27-4,2.00,BrC(Cl)Cl
000075-28-5,2.76,C(C)(C)C
000075-29-6,1.90,C(Cl)(C)C
000075-30-9,2.89,C(C)(C)I
000075-31-0,0.26,NC(C)C
000075-34-3,1.79,C(Cl)(Cl)C
000075-35-4,2.13,C(=C)(Cl)Cl
000075-37-6,0.75,FC(F)C
000075-38-7,1.24,FC(F)=C
000075-43-4,1.55,FC(Cl)Cl
000075-45-6,1.08,FC(F)Cl
000075-46-7,0.64,FC(F)F
000075-50-3,0.16,N(C)(C)C
000075-52-5,-0.35,N(=O)(=O)C
000075-56-9,0.03,O(C1C)C1
000075-63-8,1.86,FC(F)(F)Br
000075-64-9,0.40,NC(C)(C)C
000075-65-0,0.35,OC(C)(C)C
000075-68-3,1.66,FC(F)(Cl)C
000075-69-4,2.53,FC(Cl)(Cl)Cl
000075-71-8,2.16,FC(F)(Cl)Cl
000075-72-9,1.65,FC(F)(F)Cl
000075-73-0,1.18,FC(F)(F)F
000075-74-1,2.97,C[Pb](C)(C)C
000075-76-3,3.24,C[Si](C)(C)C
000075-80-9,2.10,OCC(Br)(Br)Br
000075-83-2,3.82,C(CC)(C)(C)C
000075-84-3,1.31,OCC(C)(C)C
000075-85-4,0.89,OC(CC)(C)C
000075-87-6,0.99,O=CC(Cl)(Cl)Cl
000075-89-8,0.41,FC(F)(F)CO
000075-97-8,1.20,O=C(C(C)(C)C)C
000075-98-9,1.48,O=C(O)C(C)(C)C
000075-99-0,0.78,O=C(O)C(Cl)(Cl)C
000076-01-7,3.22,C(C(Cl)Cl)(Cl)(Cl)Cl
000076-03-9,1.33,O=C(O)C(Cl)(Cl)Cl
000076-06-2,2.09,N(=O)(=O)C(Cl)(Cl)Cl
000076-13-1,3.16,FC(F)(C(F)(Cl)Cl)Cl
000076-14-2,2.82,FC(F)(C(F)(F)Cl)Cl
000076-16-4,2.00,FC(F)(F)C(F)(F)F
000076-22-2,2.38,O=C(C(C(C1C2)(C)C)(C2)C)C1
000076-25-5,2.53,O=C1C=C2CCC3C4CC5OC(C)(C)OC5(C(=O)CO)C4(C)CC(O)C3(F)C2(C)C=C1
000076-38-0,2.21,COC(F)(F)C(Cl)Cl
000076-41-5,0.83,C1CC2(O)C(N(C)C5)Cc4ccc(O)c3c4C2(C5)C(O3)C1(=O)
000076-43-7,2.38,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C
000076-44-8,6.10,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
000076-57-3,1.19,COc1ccc2CC5C3C=CC(O)C4Oc1c2C34CCN5C
000076-68-6,1.51,O=C1NC(=O)NC(=O)C1(CC=C)C2C=CCC2
000076-73-3,1.97,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
000076-74-4,2.10,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
000076-75-5,2.85,O=C1NC(=S)NC(=O)C1(CC)C(C)CCC
000076-76-6,0.97,C(C)(C)C1(CC)C(=O)NC(=O)NC1(=O)
000076-83-5,5.25,c(cccc1)(c1)C(c(cccc2)c2)(c(cccc3)c3)Cl
000076-84-6,3.68,OC(c(cccc1)c1)(c(cccc2)c2)c(cccc3)c3
000076-87-9,3.53,O[Sn](c1ccccc1)(c2ccccc2)c3ccccc3
000076-93-7,2.30,O=C(O)C(O)(c(cccc1)c1)c(cccc2)c2
000076-94-8,0.91,c1ccccc1C2(C)C(=O)NC(=O)NC2=O
000076-99-3,3.93,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2
000077-02-1,1.15,CC(C)C1(CC=C)C(=O)NC(=O)NC1=O
000077-06-5,0.24,O=C(OC(C1C(C2(CC(O)(C3=C)CC4)C3)C(=O)O)(C24)C=CC5O)C15C
000077-07-6,3.11,CN2CCC13CCCCC1C2Cc4ccc(O)cc34
000077-09-8,2.89,O=C(OC(c1cccc2)(c(ccc(O)c3)c3)c(ccc(O)c4)c4)c12
000077-10-1,4.69,C1CCN(CC1)C2(CCCCC2)c3ccccc3
000077-20-3,2.83,CCC(=O)OC1(CCN(C)CC1C)c2ccccc2
000077-21-4,1.90,CCC1(CCC(=O)NC1=O)c2ccccc2
000077-27-0,3.23,O=C1NC(=S)NC(=O)C1(CC=C)C(C)CCC
000077-28-1,1.73,CCCCC1(CC)C(=O)NC(=O)NC1=O
000077-30-5,2.46,CCC1(CCCCCC)C(=O)NC(=O)NC1(=O)
000077-32-7,1.50,N1C(=S)NC(=O)C(CC)(CC)C1=O
000077-36-1,0.85,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23
000077-47-4,5.04,C(=C(C(=C1Cl)Cl)Cl)(C1(Cl)Cl)Cl
000077-58-7,3.12,CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC
000077-65-6,1.54,O=C(NC(=O)C(Br)(CC)CC)N
000077-67-8,0.38,CCC1(C)CC(=O)NC1=O
000077-71-4,-0.48,O=C(NC(C1=O)(C)C)N1
000077-73-6,2.78,C(C(C=CC12)C1)(C2C=C3)C3
000077-81-6,0.38,CCOP(=O)(C#N)N(C)C
000077-85-0,-0.95,OCC(CO)(CO)C
000077-90-7,4.92,O=C(OC(C(=O)OCCCC)(CC(=O)OCCCC)CC(=O)OCCCC)C
000077-92-9,-1.64,O=C(O)C(O)(CC(=O)O)CC(=O)O
000077-99-6,-1.48,OCC(CC)(CO)CO
000078-00-2,4.15,CC[Pb](CC)(CC)CC
000078-10-4,3.20,CCO[Si](OCC)(OCC)OCC
000078-27-3,1.73,OC(C#C)(CCCC1)C1
000078-38-6,0.66,O=P(OCC)(OCC)CC
000078-40-0,0.80,O=P(OCC)(OCC)OCC
000078-48-8,5.70,O=P(SCCCC)(SCCCC)SCCCC
000078-51-3,3.75,O=P(OCCOCCCC)(OCCOCCCC)OCCOCCCC
000078-59-1,1.70,O=C(C=C(CC1(C)C)C)C1
000078-62-6,0.61,C[Si](OCC)(OCC)C
000078-67-1,1.10,C(#N)C(N=NC(C(#N))(C)C)(C)C
000078-70-6,2.97,OC(C=C)(CCC=C(C)C)C
000078-79-5,2.42,C(C=C)(=C)C
000078-81-9,0.73,NCC(C)C
000078-82-0,0.46,N#CC(C)C
000078-83-1,0.76,OCC(C)C
000078-86-4,2.33,C(Cl)(CC)C
000078-87-5,1.98,ClCC(Cl)C
000078-92-2,0.61,OC(CC)C
000078-93-3,0.29,O=C(CC)C
000078-96-6,-0.96,OC(CN)C
000078-97-7,-0.94,N#CC(O)C
000079-00-5,1.89,ClCC(Cl)Cl
000079-01-6,2.42,C(=CCl)(Cl)Cl
000079-05-0,-0.66,O=C(N)CC
000079-06-1,-0.67,O=C(N)C=C
000079-07-2,-0.53,O=C(N)CCl
000079-08-3,0.41,O=C(O)CBr
000079-09-4,0.33,O=C(O)CC
000079-10-7,0.35,O=C(O)C=C
000079-11-8,0.22,O=C(O)CCl
000079-14-1,-1.11,O=C(O)CO
000079-16-3,-1.05,O=C(NC)C
000079-20-9,0.18,O=C(OC)C
000079-24-3,0.18,N(=O)(=O)CC
000079-29-8,3.42,C(C(C)C)(C)C
000079-31-2,0.94,O=C(O)C(C)C
000079-34-5,2.39,C(C(Cl)Cl)(Cl)Cl
000079-39-0,-0.15,O=C(N)C(=C)C
000079-41-4,0.93,O=C(O)C(=C)C
000079-43-6,0.92,O=C(O)C(Cl)Cl
000079-46-9,0.93,N(=O)(=O)C(C)C
000079-57-2,-0.90,O=C(N)C(=C(O)C(N(C)C)C(C1(O)C(O)=C(C2C(O)(c(c3c(O)cc4)c4)C)C3(=O))C2O)C1(=O)
000079-60-7,1.37,CC12CC(=O)C3(F)C(CCC4=CC(=O)CCC43C)C2CCC1(O)C(=O)CO
000079-94-7,6.53,Oc(c(cc(c1)C(c(cc(c(O)c2Br)Br)c2)(C)C)Br)c1Br
000080-05-7,3.32,Oc(ccc(c1)C(c(ccc(O)c2)c2)(C)C)c1
000080-08-0,0.97,O=S(=O)(c(ccc(N)c1)c1)c(ccc(N)c2)c2
000080-11-5,0.58,O=S(=O)(N(N=O)C)c(ccc(c1)C)c1
000080-17-1,-0.14,O=S(=O)(NN)c(cccc1)c1
000080-26-2,3.96,O=C(OC(C(CCC(=C1)C)C1)(C)C)C
000080-35-3,0.32,COc2ccc(NS(=O)(=O)c1ccc(N)cc1)nn2
000080-40-0,1.81,O=S(=O)(OCC)c(ccc(c1)C)c1
000080-43-3,5.50,O(OC(c(cccc1)c1)(C)C)C(c(cccc2)c2)(C)C
000080-56-8,4.83,C(C(CC1C2)C1(C)C)(=C2)C
000080-58-0,1.42,O=C(O)C(Br)CC
000080-60-4,-2.54,CCC(N)C(=O)O
000080-62-6,1.38,O=C(OC)C(=C)C
000080-70-6,0.41,N=C(N(C)C)N(C)C
000081-06-1,-0.97,O=S(=O)(O)c(c(c(c(ccc1)c2)c1)N)c2
000081-07-2,0.91,O=C(NS(=O)(=O)c1cccc2)c12
000081-11-8,-1.70,O=S(=O)(O)c(c(ccc1N)C=Cc(c(S(=O)(=O)O)cc(N)c2)c2)c1
000081-14-1,4.30,O=C(c(c(c(N(=O)=O)c(c1N(=O)=O)C(C)(C)C)C)c1C)C
000081-15-2,4.90,N(=O)(=O)c(c(c(N(=O)(=O))c(c1N(=O)(=O))C(C)(C)C)C)c1C
000081-16-3,-1.16,O=S(=O)(O)c(c(c(ccc1)cc2)c1)c2N
000081-20-9,2.95,N(=O)(=O)c(c(ccc1)C)c1C
000081-24-3,0.20,O=S(=O)(CCNC(=O)CCC(C1C2(C(C3C(CC4C(C3CC2O)(CCC(C4)O)C)O)CC1)C)C)O
000081-25-4,2.02,O=C(O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1O)C4)(C3O)C)C4)C
000081-81-2,2.70,c1ccc2C(O)=C(C(c3ccccc3)CC(=O)C)C(=O)Oc2c1
000081-88-9,1.95,CCN(CC)c4ccc3c(c1ccccc1C(O)=O)c2ccc(cc2oc3c4)=[N+](CC)CC.[Cl-]
000081-92-5,3.27,c1cc(O)ccc1C(c2ccc(O)cc2)c3ccccc3CO
000082-05-3,4.81,O=C(c(c(c(c1c(ccc2)cc3)c3)ccc4)c4)c12
000082-07-5,2.23,c1ccc2Oc3ccccc3C(C(=O)O)c2c1
000082-38-2,4.10,O=C(c(c(c(NC)cc1)C(=O)c2cccc3)c1)c23
000082-44-0,3.98,O=C(c(c(c(cc1)Cl)C(=O)c2cccc3)c1)c23
000082-45-1,3.74,O=C(c(c(c(N)cc1)C(=O)c2cccc3)c1)c23
000082-66-6,4.27,O=C1c2ccccc2C(=O)C1C(=O)C(c3ccccc3)c4ccccc4
000082-68-8,4.64,O=N(=O)c(c(c(c(c1Cl)Cl)Cl)Cl)c1Cl
000082-86-0,1.95,O=C(c(c(c(cc1)ccc2)c23)c1)C3=O
000083-05-6,4.64,Clc(ccc1C(c(ccc2Cl)cc2)C(=O)O)cc1
000083-12-5,2.90,c1ccc2C(=O)C(c3ccccc3)C(=O)c2c1
000083-25-0,0.06,O=C1CCC(=O)N1c2ccccc2
000083-32-9,3.92,c(c(ccc1)ccc2)(c1CC3)c23
000083-34-1,2.60,c1ccc2C(C)=CNc2c1
000083-40-9,2.86,O=C(O)c(c(O)c(cc1)C)c1
000083-41-0,2.83,O=N(=O)c(c(c(cc1)C)C)c1
000083-42-1,3.09,O=N(=O)c(c(c(cc1)Cl)C)c1
000083-44-3,3.50,O=C(O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1)C4)(C3O)C)C4)C
000083-49-8,3.08,O=C(CCC(C1C2(CCC3C4(C(C(CC3C2CC1)O)(CC(CC4)O))C)C)C)O
000083-54-5,0.44,c1ccc2C(=O)C=CN(C)c2c1
000083-56-7,1.94,Oc(c(c(c(O)cc1)cc2)c1)c2
000083-67-0,-0.78,N1C(=O)N(C)c2ncn(C)c2C1(=O)
000083-72-7,1.38,c1ccc2C(=O)C=C(O)C(=O)c2c1
000083-79-4,4.10,COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C
000083-88-5,-1.46,Cc1c(C)cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2c1
000083-98-7,3.77,CN(C)CCOC(c1ccccc1)c2ccccc2C
000084-01-5,6.46,c1cc2Sc3ccc(Cl)cc3N(CCCN(CC)CC)c2cc1
000084-04-8,4.44,c1ccc2Sc3ccc(Cl)cc3N(CCCN4CCC(C(=O)N)CC4)c2c1
000084-11-7,2.52,O=C(c(c(c(c1ccc2)c2)ccc3)c3)C1=O
000084-51-5,4.37,O=C(c(c(C(=O)c1cccc2)ccc3CC)c3)c12
000084-65-1,3.39,O=C(c(c(C(=O)c1cccc2)ccc3)c3)c12
000084-66-2,2.42,O=C(OCC)c(c(ccc1)C(=O)OCC)c1
000084-69-5,4.11,O=C(OCC(C)C)c(c(ccc1)C(=O)OCC(C)C)c1
000084-74-2,4.50,O=C(OCCCC)c(c(ccc1)C(=O)OCCCC)c1
000084-75-3,6.82,O=C(OCCCCCC)c(c(ccc1)C(=O)OCCCCCC)c1
000084-77-5,9.05,O=C(OCCCCCCCCCC)c(c(ccc1)C(=O)OCCCCCCCCCC)c1
000084-87-7,-0.44,O=S(=O)(O)c(c(c(c(O)c1)ccc2)c2)c1
000084-96-8,4.71,CC(CN(C)C)CN2c1ccccc1Sc3ccccc23
000084-97-9,4.00,c1cc2Sc3ccccc3N(CCCN4CCN(C)CC4)c2cc1
000085-01-8,4.46,c(c(c(c(c1)ccc2)c2)ccc3)(c1)c3
000085-02-9,3.43,c1ccc2c(c1)ccc3ncccc23
000085-18-7,-0.85,CN1C(=O)N(C)c2nc(Cl)nc2C1(=O)
000085-34-7,3.20,O=C(O)Cc(c(ccc1Cl)Cl)c1Cl
000085-41-6,1.15,O=C(NC(=O)c1cccc2)c12
000085-44-9,1.60,O=C(OC(=O)c1cccc2)c12
000085-45-0,1.78,O=N(=O)c(c(OC)c(N)cc1)c1
000085-68-7,4.73,O=C(OCc(cccc1)c1)c(c(ccc2)C(=O)OCCCC)c2
000085-79-0,4.40,CCCCOc2cc(C(=O)NCCN(CC)CC)c1ccccc1n2
000085-81-4,1.87,COc1cc2cccnc2c(N(=O)=O)c1
000086-28-2,4.49,n(c(c(c1cccc2)ccc3)c3)(c12)CC
000086-30-6,3.13,O=NN(c(cccc1)c1)c(cccc2)c2
000086-35-1,1.05,c1ccccc1C2C(=O)N(CC)C(=O)N2
000086-40-8,-1.78,Cn2(Cl)c1cc(N)ccc1cc3ccc(N)cc23
000086-50-0,2.75,S=P(OC)(OC)SCN1N=Nc2ccccc2C1(=O)
000086-54-4,1.00,NNc1nncc2ccccc12
000086-55-5,3.10,O=C(O)c(c(c(ccc1)cc2)c1)c2
000086-56-6,3.46,N(c(c(c(ccc1)cc2)c1)c2)(C)C
000086-57-7,3.19,N(=O)(=O)c(c(c(ccc1)cc2)c1)c2
000086-73-7,4.18,c(c(c(c1ccc2)c2)ccc3)(c3)C1
000086-74-8,3.72,n(c(c(c1cccc2)ccc3)c3)c12
000086-81-7,1.39,O=Cc(cc(OC)c(OC)c1OC)c1
000086-87-3,2.24,O=C(O)Cc(c(c(ccc1)cc2)c1)c2
000086-88-4,1.65,NC(=S)Nc(c(c(ccc1)cc2)c1)c2
000086-96-4,0.77,c1ccc2C(=O)NC(=O)Nc2c1
000086-98-6,3.57,n(c(c(c(c1)Cl)ccc2Cl)c2)c1
000087-08-1,2.09,CC3(C)SC2C(NC(=O)COc1ccccc1)C(=O)N2C3C(O)=O
000087-17-2,3.27,O=C(Nc(cccc1)c1)c(c(O)ccc2)c2
000087-25-2,2.57,O=C(OCC)c(c(N)ccc1)c1
000087-33-2,1.31,O(N(=O)=O)C(C(OCC1O(N(=O)=O))C1O2)C2
000087-40-1,4.11,c1c(Cl)c(OC)c(Cl)cc1Cl
000087-41-2,0.80,O=C(OCc1cccc2)c12
000087-51-4,1.41,O=C(O)CC(c(c(N1)ccc2)c2)=C1
000087-59-2,1.84,Nc(c(c(cc1)C)C)c1
000087-61-6,4.05,c(c(c(cc1)Cl)Cl)(c1)Cl
000087-62-7,1.84,Nc(c(ccc1)C)c1C
000087-64-9,2.80,Oc1c(Cl)cccc1C
000087-65-0,2.75,Oc(c(ccc1)Cl)c1Cl
000087-68-3,4.78,C(=C(C(=C(Cl)Cl)Cl)Cl)(Cl)Cl
000087-82-1,6.07,c(c(c(c(c1Br)Br)Br)Br)(c1Br)Br
000087-83-2,5.43,c(c(c(c(c1Br)Br)Br)Br)(c1Br)C
000087-84-3,4.72,BrC(C(C(Br)C(Br)C1Br)Cl)C1Br
000087-85-4,5.11,c(c(c(c(c1C)C)C)C)(c1C)C
000087-86-5,5.12,Oc(c(c(c(c1Cl)Cl)Cl)Cl)c1Cl
000087-91-2,-0.29,O=C(OCC)C(O)C(O)C(=O)OCC
000088-04-0,3.27,Oc(cc(c(c1C)Cl)C)c1
000088-06-2,3.69,Oc(c(cc(c1)Cl)Cl)c1Cl
000088-09-5,1.68,O=C(O)C(CC)CC
000088-12-0,0.37,O=C(N(C=C)CC1)C1
000088-13-1,1.50,OC(=O)c1ccsc1
000088-14-2,0.64,O=C(O)C(OC=C1)=C1
000088-15-3,1.25,s1cccc1C(=O)C
000088-16-4,3.53,FC(F)(F)c(c(ccc1)Cl)c1
000088-17-5,2.41,FC(F)(F)c(c(N)ccc1)c1
000088-18-6,3.31,Oc(c(ccc1)C(C)(C)C)c1
000088-19-7,0.84,O=S(=O)(N)c(c(ccc1)C)c1
000088-29-9,5.70,O=C(c(c(cc(c1C(CC2)(C)C)C2(C)C)CC)c1)C
000088-60-8,4.11,Oc(c(ccc1C)C(C)(C)C)c1
000088-63-1,-4.65,O=S(=O)(O)c(c(N)cc(N)c1)c1
000088-65-3,2.20,O=C(O)c(c(ccc1)Br)c1
000088-67-5,2.40,O=C(O)c(c(ccc1)I)c1
000088-68-6,0.35,O=C(N)c(c(N)ccc1)c1
000088-69-7,2.88,Oc(c(ccc1)C(C)C)c1
000088-72-2,2.30,N(=O)(=O)c(c(ccc1)C)c1
000088-73-3,2.24,O=N(=O)c(c(ccc1)Cl)c1
000088-74-4,1.85,N(=O)(=O)c(c(N)ccc1)c1
000088-75-5,1.79,N(=O)(=O)c(c(O)ccc1)c1
000088-85-7,3.56,N(=O)(=O)c(cc(N(=O)(=O))c(O)c1C(CC)C)c1
000088-89-1,1.44,N(=O)(=O)c(cc(N(=O)(=O))c(O)c1N(=O)(=O))c1
000088-96-0,-1.73,O=C(N)c(c(ccc1)C(=O)N)c1
000088-99-3,0.73,O=C(O)c(c(ccc1)C(=O)O)c1
000089-24-7,0.46,c1ccccc1C2C(=O)NC(=O)N2
000089-52-1,1.88,O=C(Nc(c(ccc1)C(=O)O)c1)C
000089-55-4,3.23,O=C(O)c(c(O)ccc1Br)c1
000089-56-5,2.78,Cc1ccc(O)c(c1)C(O)=O
000089-59-8,3.05,O=N(=O)c(c(ccc1Cl)C)c1
000089-61-2,3.09,O=N(=O)c(c(ccc1Cl)Cl)c1
000089-63-4,2.72,N(=O)(=O)c(c(N)ccc1Cl)c1
000089-64-5,2.46,N(=O)(=O)c(c(O)ccc1Cl)c1
000089-68-9,3.92,Oc(c(cc(c1C)Cl)C(C)C)c1
000089-69-0,3.48,O=N(=O)c(c(cc(c1Cl)Cl)Cl)c1
000089-71-4,2.75,O=C(OC)c(c(ccc1)C)c1
000089-72-5,3.27,Oc(c(ccc1)C(CC)C)c1
000089-78-1,3.40,OC(C(CCC1C)C(C)C)C1
000089-81-6,2.85,O=C(C=C(CC1)C)C1C(C)C
000089-82-7,3.08,O=C(C(=C(C)C)CCC1C)C1
000089-83-8,3.30,Oc(c(ccc1C)C(C)C)c1
000089-86-1,1.63,O=C(O)c(c(O)cc(O)c1)c1
000089-98-5,2.33,O=Cc(c(ccc1)Cl)c1
000090-00-6,2.47,Oc(c(ccc1)CC)c1
000090-01-7,0.73,OCc(c(O)ccc1)c1
000090-02-8,1.81,O=Cc(c(O)ccc1)c1
000090-03-9,1.51,Oc1ccccc1[Hg]Cl
000090-04-0,1.18,O(c(c(N)ccc1)c1)C
000090-05-1,1.32,O(c(c(O)ccc1)c1)C
000090-12-0,3.87,c(c(c(cc1)C)ccc2)(c2)c1
000090-13-1,4.00,c(c(c(cc1)Cl)ccc2)(c2)c1
000090-15-3,2.85,Oc(c(c(ccc1)cc2)c1)c2
000090-16-4,0.83,c1ccc2C(=O)NN=Nc2c1
000090-30-2,4.20,N(c(c(c(ccc1)cc2)c1)c2)c(cccc3)c3
000090-33-5,1.90,c1(O)cc2OC(=O)C=C(C)c2cc1
000090-41-5,2.84,Nc(c(c(cccc1)c1)ccc2)c2
000090-43-7,3.09,Oc(c(c(cccc1)c1)ccc2)c2
000090-44-8,3.66,O=C(c(c(ccc1)Cc2cccc3)c1)c23
000090-45-9,2.74,Nc2c1ccccc1nc3ccccc23
000090-47-1,3.39,c1ccc2Oc3ccccc3C(=O)c2c1
000090-64-2,0.62,O=C(O)C(O)c(cccc1)c1
000090-82-4,0.89,OC(c(cccc1)c1)C(NC)C
000090-94-8,3.87,O=C(c(ccc(N(C)C)c1)c1)c(ccc(N(C)C)c2)c2
000091-01-0,2.67,OC(c(cccc1)c1)c(cccc2)c2
000091-02-1,1.88,O=C(c(cccc1)c1)c(nccc2)c2
000091-10-1,1.15,O(c(c(O)c(OC)cc1)c1)C
000091-15-6,0.99,C(#N)c(c(C(#N))ccc1)c1
000091-16-7,1.60,O(c(c(OC)ccc1)c1)C
000091-17-8,4.70,C(C(CCC1)CCC2)(C1)C2
000091-18-9,-0.58,c1cnc2cncnc2n1
000091-19-0,1.32,n(c(c(nc1)ccc2)c2)c1
000091-20-3,3.30,c(c(ccc1)ccc2)(c1)c2
000091-22-5,2.03,n(c(c(ccc1)cc2)c1)c2
000091-23-6,1.73,O=N(=O)c(c(OC)ccc1)c1
000091-33-8,1.73,NS(=O)(=O)c3cc2c(N=C(CSCc1ccccc1)NS2(=O)=O)cc3Cl
000091-40-7,4.36,O=C(O)c(c(Nc(cccc1)c1)ccc2)c2
000091-46-3,3.79,c1c(C)ccc(C(C)C)c1OCCN(C)C
000091-55-4,3.05,CC1=C(C)c2ccccc2N1
000091-56-5,0.83,O=C(Nc(c1ccc2)c2)C1(=O)
000091-57-6,3.86,c(c(ccc1C)ccc2)(c2)c1
000091-58-7,3.90,c(c(ccc1Cl)ccc2)(c2)c1
000091-59-8,2.28,c(c(ccc1N)ccc2)(c2)c1
000091-62-3,2.57,n(c(c(cc(c1)C)cc2)c1)c2
000091-63-4,2.59,n(c(c(ccc1)cc2)c1)c2C
000091-64-5,1.39,c1cc2OC(=O)C=Cc2cc1
000091-66-7,3.31,N(c(cccc1)c1)(CC)CC
000091-76-9,1.36,n(c(nc(n1)c(cccc2)c2)N)c1N
000091-80-5,2.87,CN(C)CCN(Cc1cccs1)c2ccccn2
000091-84-9,3.27,O(c(ccc(c1)CN(c(nccc2)c2)CCN(C)C)c1)C
000091-94-1,3.51,Nc(c(cc(c(ccc(N)c1Cl)c1)c2)Cl)c2
000091-96-3,1.75,O=C(Nc(c(cc(c(ccc(NC(=O)CC(=O)C)c1C)c1)c2)C)c2)CC(=O)C
000092-13-7,0.12,O=C(OCC1CC(N(C=N2)C)=C2)C1CC
000092-24-0,5.76,c(c(cc(c1ccc2)c2)cc(c3ccc4)c4)(c1)c3
000092-43-3,0.89,O=C(NN(c(cccc1)c1)C2)C2
000092-44-4,2.24,Oc(c(O)cc(c1ccc2)c2)c1
000092-50-2,2.10,OCCN(c(cccc1)c1)CC
000092-52-4,4.01,c(c(cccc1)c1)(cccc2)c2
000092-53-5,1.36,O(CCN(c(cccc1)c1)C2)C2
000092-54-6,1.10,N(c(cccc1)c1)(CCNC2)C2
000092-55-7,1.06,O=C(OC(OC(=O)C)C(OC(N(=O)=O)=C1)=C1)C
000092-62-6,1.83,n(c(c(ccc1N)cc2ccc(N)c3)c1)c23
000092-66-0,4.96,c(ccc(c(cccc1)c1)c2)(c2)Br
000092-67-1,2.86,Nc(ccc(c(cccc1)c1)c2)c2
000092-69-3,3.20,Oc(ccc(c(cccc1)c1)c2)c2
000092-70-6,3.05,O=C(O)c(c(O)cc(c1ccc2)c2)c1
000092-71-7,4.67,o(c(c(cccc1)c1)cn2)c2c(cccc3)c3
000092-77-3,4.62,O=C(Nc(cccc1)c1)c(c(O)cc(c2ccc3)c3)c2
000092-82-0,2.84,n(c(c(nc1cccc2)ccc3)c3)c12
000092-83-1,4.23,O(c(c(ccc1)Cc2cccc3)c1)c23
000092-84-2,4.15,N(c(c(Sc1cccc2)ccc3)c3)c12
000092-85-3,4.47,S(c(c(Sc1cccc2)ccc3)c3)c12
000092-86-4,5.72,c(ccc(c(ccc(c1)Br)c1)c2)(c2)Br
000092-87-5,1.34,Nc(ccc(c(ccc(N)c1)c1)c2)c2
000092-92-2,3.75,O=C(O)c(ccc(c(cccc1)c1)c2)c2
000092-93-3,3.82,O=N(=O)c(ccc(c(cccc1)c1)c2)c2
000092-94-4,6.03,c(c(cccc1)c1)(ccc(c(cccc2)c2)c3)c3
000093-02-7,1.91,O=Cc(c(OC)ccc1OC)c1
000093-04-9,3.47,O(c(ccc(c1ccc2)c2)c1)C
000093-07-2,1.61,O=C(O)c(ccc(OC)c1OC)c1
000093-09-4,3.28,O=C(O)c(ccc(c1ccc2)c2)c1
